ID;Name;Country;County;City;PostalCode;District;Street1;Street2;Intro;Description;GeocoordinateString;Website;Email;Phone;MondayOpenHours;TuesdayOpenHours;WednesdayOpenHours;ThursdayOpenHours;FridayOpenHours;SaturdayOpenHours;SundayOpenHours;Category;Mood;OutdoorSeating;HappyHour;Wifi;PriceRange;PaymentAccepted;RestaurantServices;MenuUrl;Booking;ParkingType;PublicTransport;FacebookId;FacebookUserPage;TwitterName;TwitterUserPage;InstagramId;InstagramUserPage;GooglePlusUserPage;FoursquareId;FoursquareUserPage;FacebookLikes;FacebookCheckins;FoursquareLikes;FoursquareCheckIns;FoursquareTips;IsPermanentlyClosed;BusinessFound;Updated Columns;Overwritten Columns
;The Bon Vivant;GB;Edinburgh;Edinburgh;EH2 1DY;;55 Thistle St;;A Bon Vivant is a person who lives well, who likes life’s finer things, especially those one can ingest and imbibe. How apt a name then for this appealing ...;A bon vivant is a person who lives well, who likes life’s finer things, especially those one can ingest and imbibe, a suitable name for this wine bar and restaurant with its dash of Gallic charm. The Thistle Street bar stocks a superb selection of wines and champagnes, with over 30 available by the glass and carafe. (There’s a wine shop next door if you’re still not sated). They have a frequently rotating cocktail list and the opening hours make it the perfect stop off for a late night tipple. They also serve an array of lovely things on which to nibble, with both their starters and desserts served in miniature portions, which is great if you’re indecisive or if you only want a tiny bite, though ‘normal’ sized meals are available too. Mains (or in this case, ‘middles’) are modern European in influence, pan roast pork fillet, butter-poached brill and the like. Desserts are worth saving room for, particularly the praline chocolate tart.  The prices are reasonable and the place is simply but attractively, decorated, slightly pub-like in atmosphere, busy and buzzy, with candles on the table-tops and warm, dark walls. DJs play on Fridays and Saturdays and they also have regular Sunday jazz sessions, perfect for a weekend chill out.;55.953894,-3.199692;http://bonvivantedinburgh.co.uk;;4,41312E+11;12:00-01:00;12:00-01:00;12:00-01:00;12:00-01:00;12:00-01:00;12:00-01:00;12:00-01:00;Bar,Cocktail,Restaurant;;false;;true;$$$;cash;;;;;;1,10486E+14;https://www.facebook.com/pages/The-Bon-Vivant/110485698997989;the_bon_vivant;https://www.twitter.com/the_bon_vivant;330849;http://instagram.com/The+Bon+Vivant;;4bae5d02f964a52023a83be3;https://foursquare.com/v/the-bon-vivant/4bae5d02f964a52023a83be3;2290;5500;15;622;9;;true;[County, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, FacebookId, FacebookUserPage, TwitterName, TwitterUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString, Website, Phone]
;Prozak;PL;;Kraków;;;pl. Dominikański 6;;A cavernous and cosmopolitan music club located just off the city's atmospheric Market Square, Prozak comprises the Holy Trinity of elite late-night entertainment: ...;A cavernous and cosmopolitan music club located just off the city's atmospheric Market Square, Prozak comprises the Holy Trinity of elite late-night entertainment: a suave selection of drinks, progressive dance music and veritable slew of pretty people geared up for a night of pure revelry. Make your way down a short flight of stairs and through the persnickety door police to get to all the action, which happens in large labyrinth-like hallways and relaxing lounges decorated with avant-garde artwork and eclectic furnishings. After the bar turns into club (and the cover charge kicks into effect), you’ll typically find a mix of in-the-know visitors, engaging expats and a loyal following of cool locals crowding the bar, chilling with water pipes or shimmy-shammying across the sizeable subterranean dance floors.;50.0591853906,19.9380161968;http://www.prozak.pl/;prozak@prozak.pl;48124291128;20:00-04:00;20:00-04:00;20:00-04:00;20:00-04:00;20:00-04:00;20:00-04:00;20:00-04:00;Nightlife,Nightclub;;;;;;;;;;;;1,96593E+14;https://www.facebook.com/pages/Klub-Prozak/196593390372364;;;236412935;http://instagram.com/Klub+Prozak;;;;208;749;;;;;true;[MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FacebookLikes, FacebookCheckins];[City, Street1, GeocoordinateString, Website, Phone]
;Belle Epoque;AU;QLD;Brisbane;4006;;Emporium, 1000 Ann Street, Fortitude Valley;;A celebration of all things French, this bar, restaurant and patisserie in Fortitude Valley exudes elegance. The decor is redolent of an old fashioned ...;A celebration of all things French, this bar, restaurant and patisserie in Fortitude Valley exudes elegance. The decor is redolent of an old fashioned French brasserie, serving classic French cuisine in warm, inviting surroundings. This is the kind of place where you can linger over a bowl of excellent onion soup or a plate of fruits des mer. Mirrors line the walls and there's a large bar area where one can partake of a pre-dinner drink, a Kir Royal perhaps or a signature Belle Epoque cocktail of calavados, fresh mint, apple juice and champagne. There's a large selection of aperitifs and a wine list that features a decent selection of wines by the glass as well as an impressive array of champagnes. The next door patisserie is a great place to pick up a baguette, a pastry or a coffee served in the flat-white style.;-27.4527708888,153.03922988409;http://www.belleepoque.com.au;;61738521500;07:00-10:30,12:00-23:00;07:00-10:30,12:00-23:00;07:00-10:30,12:00-23:00;07:00-10:30,12:00-23:00;07:00-10:30,12:00-23:00;07:00-12:00,12:30-22:30;07:00-12:00,12:30-22:30;Bar,Cafe,Restaurant;;true;;;;cash,amex,mastercard,visa;groups,reserve,dinner,lunch;;;street,lot,valet;Bus routes - 360, 361, 364Train stations - Fortitude Valley & Bowen Hills;1,75241E+11;https://www.facebook.com/pages/Belle-%C3%89poque-Bistro-Brisbane/175241171374;738521500;https://www.twitter.com/0738521500;2079509;http://instagram.com/Belle+%C3%89poque+Bistro+-+Brisbane;;4cb5429cf6616dcbc986d608;https://foursquare.com/v/belle-epoque-patisserie/4cb5429cf6616dcbc986d608;175;1917;4;443;6;;true;[County, PostalCode, Phone, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, OutdoorSeating, PaymentAccepted, RestaurantServices, ParkingType, PublicTransport, FacebookId, FacebookUserPage, TwitterName, TwitterUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString, Website]
;Grog;JP;;Hiroshima; 730-0034;;Town Shintenchi Building 5F  5-21 Shintenchi;Naka-ku;A chic new minimalist cocktail bar with a ten-seater counter and intimate  4-seater tables where long-glass alcohol and short sharp shots are the name ...;A chic new minimalist cocktail bar with a ten-seater counter and intimate  4-seater tables where long-glass alcohol and short sharp shots are the name  of the game. It's trademark dark in that hip Japanese sushi box kind of way,  with tall windows to look out onto the street life outside and smooth mirror  lighting adding space age atmosphere from behind the bar. Good for some  low-intensity romance or a late drink at the end of the night. After all, what self-respecting cocktail barfly could refuse somewhere with a name like this.;34.3914,132.462;;;00 81 82 240 0007 or 00 81 82 240 0007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Sir Winston;FR;Île-de-France;Paris;75116;Le Louvre;5 rue de Presbourg;;A chic, English-cum-American drink and dance spot in the heart of Paris? Who said diplomacy was dead. Our stylish French friends have refurbished the ...;A chic, English-cum-American drink and dance spot in the heart of Paris? Who said diplomacy was dead. Our stylish French friends have refurbished the oldest pub in Paris, giving it a plush, dark-wood finish, naming it after Winston Churchill, and making it look like an English member's bar meets a New York cocktail lounge. The hip and trendy regulars lounge on plush sofas and couches on the first floor sipping fine cocktails under beautiful oil paintings, while downstairs is more of a dance space with DJs spinning jazzy sounds. All around you though you can order fine cocktails and flirt with dashing boys and girls. For all its hip quotient, it's surprisingly welcoming and laid-back. There are outside pavement café tables to sit and eat at too. ;48.872161787079285,2.295250930563339;http://www.sirwinston.fr;;33140671737;09:00-04:00;09:00-04:00;09:00-04:00;09:00-04:00;09:00-04:00;09:00-04:00;09:00-04:00;Bar,Pub;;true;;true;$$$;cash;dinner,lunch;;;;;5,50826E+14;https://www.facebook.com/pages/Sir-Winston/550825894963894;;;1192010;http://instagram.com/Sir+Winston;;4adcda06f964a520bc3221e3;https://foursquare.com/v/sir-winston-paris-%C3%AEledefrance/4adcda06f964a520bc3221e3;441;6239;48;2479;30;;true;[County, PostalCode, Website, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, RestaurantServices, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString, Phone]
;Solas;IE;;Dublin;2;;31 Wexford St;;A chilled bar on trendy Wexford Street, Solas is a popular spot and deservedly so. Boasting a laid back pub vibe and a lively atmosphere, this place attracts ...;A chilled bar on trendy Wexford Street, Solas is a popular spot and deservedly so. Boasting a laid back pub vibe and a lively atmosphere, this place attracts a young crowd eager to kick back with a drink. A relaxed hang out on weekdays, its relatively small size and narrow layout means it can get crazily packed on weekends, but even then the atmosphere is still pretty friendly. Music is an agreeable mix of funk and soul and the house DJs really know how to do their thing and get people going. Formerly the Modern Green Bar, this is a top spot for those who like their tunes smooth. Worth checking out.;53.336936,-6.2656515;http://www.solasbars.com;;35314780583;;;;;;;;Bar,Pub,Restaurant;;false;;true;$;cash;dinner;;;street;Luas to either St. Stephen's Green or Harcourt, street parallel to Harcourt stret, near to the Cuffe St. Junction.;1,25103E+14;https://www.facebook.com/solasdublin;;;257318932;http://instagram.com/The+Solas+Bar;;4b257a6cf964a520987224e3;https://foursquare.com/v/solas/4b257a6cf964a520987224e3;114;1911;21;1068;11;;true;[PostalCode, Website, Category, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, RestaurantServices, ParkingType, PublicTransport, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString, Phone]
;Galander Kreuzberg;DE;Berlin;Berlin;10965;;Großbeerenstr. 54;Kreuzberg;A classic Berlin bar this, furnished in vintage-style with inviting leather armchairs, black and white photographs on the walls, a well-stocked back bar, and a warm yellow glow. Dominik Galander’s eponymous Kreuzberg bar – part of a mini liquid empire - is a cosy, friendly place with a main bar area in the front...;A classic Berlin bar this, furnished in vintage-style with inviting leather armchairs, black and white photographs on the walls, a well-stocked back bar, and a warm yellow glow. Dominik Galander’s eponymous Kreuzberg bar – part of a mini liquid empire - is a cosy, friendly place with a main bar area in the front, a few tables scattered in the back, and a piano in the corner for when the mood for music strikes. Most of the crowd are local but everyone is made to feel welcome. The bar tenders are down to earth and easy-going. They stock a good range of beer, an excellent selection of wine and can mix up a Golden Age cocktail for you, everything from a potent Gin Rickey to a smooth, sweet 1940s Golden Cadillac to a fruity Pusser’s Painkiller from the 1970s. Try their three course liquid dinner if you want a real treat: an aperitif followed by something more full-blooded chased with a sweet dessert cocktail. The staff are knowledgeable and will happily regale you with stories of the bar tender’s art and the history of the things you’re drinking. A solid, welcoming neighbourhood bar that’s a cut above the average and, as such, much recommended. ;52.491947904883766,13.383178263902664;http://bar.galander-berlin.de;;4,93029E+11;closed;18:00-02:00;18:00-02:00;18:00-02:00;18:00-02:00;18:00-02:00;18:00-02:00;Bar,Cocktail;;false;;false;$$$;cash,mastercard,americanexpress;;;;;;;;;;12954791;http://instagram.com/GALANDER+%E2%80%93+Kreuzberg+%E2%80%93;;4b45dba2f964a520431126e3;https://foursquare.com/v/galander--kreuzberg-/4b45dba2f964a520431126e3;;;12;197;6;;true;[County, PostalCode, Website, Phone, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Country, Street1, GeocoordinateString]
;The Bentley;AU;NSW;Sydney;2010;;320 Crown Street Surry Hills ;2010;A collaborative venture between acclaimed Sydney sommelier Nick Hildebrandt and chef Brent Savage was always going to be special – and The Bentley delivered on all fronts.;A collaborative venture between acclaimed Sydney sommelier Nick Hildebrandt and chef Brent Savage was always going to be special – and The Bentley delivered on all fronts. Already established as one of the city’s best places to drink and dine, a 2010 refurbishment lifted this place up to an even more elite level. The bar area is now more defined and operates independently of the restaurant, making it a good choice for a cocktail even if you’re not planning to stay for dinner – though we recommend you do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Marika;RU;;Moscow;;;Ulitsa Petrovka 21;;A complex lady of many personalities, Marika is a fine-dining restaurant by day and sultry club by night;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Bar Fakers;JP;;Kyoto; 606-8236;;47-2  Okubo-cho Tanaka  Sakyo-ku;;A cool and grungy loft bar that's not as phoney as the name suggests.  Conveniently located above the Anchovie Cafe near Mototanaka Station, the drinks ...;A cool and grungy loft bar that's not as phoney as the name suggests.  Conveniently located above the Anchovie Cafe near Mototanaka Station, the drinks are cheaper than most spots this side of town and the cheery regular barmen don't skimp on the shots. Beers and vodka-based cocktails seem to be popular with the regulars, a mix of with-it youngsters and more sober professionals. Inside it's dark and moody with bar stools lining the counter, although we prefer the sofas and soft chairs to lie back on and listen to the techno and ambient sounds. Why not 'Fake' it?;35.007,135.763;;;00 81 75 722 8228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Monkey Club;US;;Palm Beach;FL 33401;;219  Clematis St.  West Palm Beach;;A cool tongue-in-cheek club-bar that transports you to some colonial  plantation owner's Caribbean-island mansion. The decor is all  island-inspired kitsch ...;A cool tongue-in-cheek club-bar that transports you to some colonial  plantation owner's Caribbean-island mansion. The decor is all  island-inspired kitsch with plantation-style shutter windows, French doors,  bougainvillaea wrapped trellises and massive palm trees obscuring the  gazebos. The crowd is just as spectacular - a tribe of trendy tanned yuppies  in skimpy, shiny garb some of them straight off the beach. Gyrate with some  Margarita while drinking a margarita on a dance floor as large as a cane  field. DJs spin everything from trip-hop to salsa and cheesy theme nights  like the 'Miss Hawaiian Tropic Model Search' are worth the entrance alone.  The menu features basic American bar food and if the whole scene does not  suit your style, you're on Palm Beach's trendy Clematis Street where  happening hot spots are as ubiquitous as dodgy Palm Beach ballot papers.;26.7133,-80.0509;;;15 618 336 500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Guru Bar;GR;;Athens;;;10 Thetrou sq.;;A cult, kitsch loft-bar in the heart of town but with not enough room to swing  a dolmades so book early if you want to eat. Food is tasty Thai and comes ...;A cult, kitsch loft-bar in the heart of town but with not enough room to swing  a dolmades so book early if you want to eat. Food is tasty Thai and comes with spice but it's the drinks and company you come here for. Regulars are students, artists, intellectuals and actors from Thisson and surrounds, and they recline on soft velvet sofas nodding to the DJs beat, sipping mostly whiskey or wine. The best table is the small one in the corner, next to the plant, where you can gaze at fellow gurus almost unnoticed.;37.98053821038,23.724791407985;http://www.bargurubar.gr;;5;;;;;;;;Bar,Pub;;;;;;;;;;;;2,87987E+14;https://www.facebook.com/pages/BAR-guru-BAR-the-early-years-1996-2003/287987164551709;;;;;;;;10;43;;;;;true;[Category, FacebookId, FacebookUserPage, FacebookLikes, FacebookCheckins];[Street1, GeocoordinateString, Phone]
;Mink;AU;;Melbourne;Victoria 3182;;2b  Acland Street  2b Acland Street;;A dark basement bar? Hidden seating? Enormous selection of spirits and the whole thing done out in velvet? Just think what could happen and, in fact, ...;A dark basement bar? Hidden seating? Enormous selection of spirits and the whole thing done out in velvet? Just think what could happen and, in fact, it does in this sexy haven for those looking for more than a Burning Bush to kiss their lips. Wicked and wonderful.;-37.8622454115268,144.973963089766;http://www.minkbar.com.au/;;61 3 9536 1199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Antik;US;NY;New York;10079;Lower East Manhattan;356 Bowery;btw 3rd and 4th;A dimly lit, retro-chic bar located in the vicinity of the super cool Bowery Hotel, Antik has the advantage of late-opening hours. ;A dimly lit, retro-chic bar located in the vicinity of the super cool Bowery Hotel, Antik has the advantage of late-opening hours. This means they are ideally situated for soaking up the hotel spill-over crowd looking to continue the fun after the Bowery’s lobby bar closes at 2am. Owners are nightlife impresarios Larry Kramer and Craig Koenig, also of R&R and Retreat, and in this watering hole they’ve aimed for a touch of Prohibition-era decorum. There’s no need to jostle for space at the bar of this semi-private lounge. In fact, there is no bar - Antik offers its patrons bottle service or a selection of classic New York cocktails brought directly to the table by cocktail servers. Antik prides itself on its intimate, discreet atmosphere, so with just eight tables and space for only 74 people, reservations are recommended if you want to secure yourself a prime spot among the trendsetters who gather here. Cocktails include the Cowboy, a jalapeno-infused margarita, and the Hi Ho – gin, white port and bitters – and are mostly on the money, though they can veer towards the sugary-sweet at times. Housed in the old Marion’s Marquee space, it can be a tad self-conscious, but it still has its own charms. The appealing decor mixes burgundy and gold walls with sumptuous drapes, opulent chandeliers and marble-topped tables for a 21st Century hipster interpretation of the 1920s speakeasy. Staff are attentive and the VIP area is truly cool. With some killer tunes thrown in, this one’s a grower.;40.726779,-73.9916389;http://drshameera.blogspot.com;;1,60196E+11;;;;;;;;Bar,Dive;;;;;;;;;;;;1,16313E+14;https://www.facebook.com/pages/Antik/116312841790504;;;635746;http://instagram.com/Antik;;4a02e559f964a52072711fe3;https://foursquare.com/v/antik/4a02e559f964a52072711fe3;4;99;1;378;5;;true;[County, Street2, Website, Category, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[PostalCode, Street1, GeocoordinateString, Phone]
;Jameson Bar;LV;;Riga;LV 1011;;Kr. Barona street 52;;A dinky bar with a retro vibe, Jameson has far moe charm than an Irish joint in an eastern European city has any right to. Maybe it's the cocktails which ...;A dinky bar with a retro vibe, Jameson has far moe charm than an Irish joint in an eastern European city has any right to. Maybe it's the cocktails which are surprisingly good or the crowd which is an agreeable mix of tourists and locals. It's one of the only late bars in the area which is definitely an asset and makes a good chill out spot after a night on the town. It's a low key, idiosyncratic spot - but sometimes that's all you want.;56.954371195924,24.128098891931;http://www.jamesonbar.lv;;37129262262;10:00-00:00;10:00-00:00;10:00-00:00;10:00-00:00;10:00-00:00;10:00-00:00;closed;Bar,Pub,Cafe;Sophisticated;false;true;;;cash,amex,mastercard,visa,discover;groups,outdoor,reserve,lunch;;;street;;2,83131E+14;https://www.facebook.com/jamesonbar.lv;;;270050563;http://instagram.com/Jameson+Bar%26Club;;4ca53f22ae1eef3b2e203047;https://foursquare.com/v/jameson/4ca53f22ae1eef3b2e203047;591;2133;18;1279;11;;true;[PostalCode, Website, Phone, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, Mood, OutdoorSeating, HappyHour, PaymentAccepted, RestaurantServices, ParkingType, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString]
;Lily Lounge;CA;ON;Toronto;;;656 college street;;"A fabulous ""boutique"" lounge and restaurant hangout in the heart of Little Italy where getting a specialty cocktail doesn't mean you have to put up with a side order ...";"A fabulous ""boutique"" lounge and restaurant hangout in the heart of Little Italy where getting a specialty cocktail doesn't mean you have to put up with a side order of pretension and a loud stockbroker in a suit sounding off next to you at the bar. The chic, streamlined party space is set over two floors and features two bars. The upper floor is the main lounge and is decked out with rows of funky dining booths, while the lower level provides the dance floor, where you’ll find some of the best DJs in the city doing their thing. The adventurous food menu offers quirky and imaginative dishes. Billed as “international tapas” they mix modern Italian with the best of European – so expect everything from chicken quesadillas to tasty goats cheese ravioli. The food may be good but it's the drinks you really come for: Lily is known for rustling up a string of crafty creations such as the Bowl of Beauty (vodka-laced Jell-O), the Pollyanna (raspberry vodka, strawberry juice and prosecco) and, our favourite, the Royal Family Martini made with a monstrous, but entirely welcome, helping of Beefeater Gin. The nightlife is plentiful here on College Street, but it’s of a slightly more mature order than the city’s downtown clubland district. So you’ll find a sophisticated, artsy crowd hanging out at Lily, and baggy jeans and trainers will be frowned upon.  And if you think the bar staff are gorgeous, you’re in for a treat, the late-night downstairs regulars are even hotter.";43.65524,-79.41636;https://www.facebook.com/pages/Lily-lounge/130261820374168;info@lilylounge.com;14165320419;closed;closed;closed;closed;22:00-03:00;closed;closed;Nightlife,Live music;;;;;$;;;;;street;;2,66172E+14;https://www.facebook.com/LilyLoungeMarch14;;;;;;;;4;4;;;;;true;[County, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, PriceRange, ParkingType, FacebookId, FacebookUserPage, FacebookLikes, FacebookCheckins];[Street1, GeocoordinateString, Website, Phone]
;De Vagant;BE;Antwerp;Antwerp;2000;;Reyndersstraat 25;Pelgrimsstraat;A famous city centre bar with adjoining shop and restaurant, renowned for only serving liqueurs and jenerver - Belgian gin. But what a choice: there are ...;A famous city centre bar with adjoining shop and restaurant, renowned for only serving liqueurs and jenerver - Belgian gin. But what a choice: there are more than 200 gin selections in the bar and over 400 in the shop - plus a choice of 1,000 miniature bottles to buy or try - just in case you get thirsty. Predictably, the traditional fare served up in the restaurant is flavoured with the same jenerver. Choose a stool in the bar, order a round for your friends and discover whether you prefer this stuff to vodka or scotch.;51.21919426886831,4.399155378341675;http://www.devagant.be;info@devagant.be;3232331538;;;;;;;;Bar,Pub;;true;;false;$$;cash;dinner;;;;;1,97069E+14;https://www.facebook.com/pages/De-Vagant/197069090312229;;;1487119;http://instagram.com/De+Vagant;;4b634fedf964a5207d712ae3;https://foursquare.com/v/de-vagant/4b634fedf964a5207d712ae3;190;1503;38;1253;14;;true;[County, Street2, Category, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, RestaurantServices, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString, Website, Phone]
;Once in a Blue Moon;KR;;Seoul;135-954;;85  Cheongdam-dong  Gangnam-gu;;A famous live jazz club in happening Cheongdam-dong, modelled on the Blue Moon bars in the States. Expect an eclectic mix of musical styles from original jazz and swing...;A famous live jazz club in happening Cheongdam-dong, modelled on the Blue Moon bars in the States. Expect an eclectic mix of musical styles from original jazz and swing, to bebop and fusion, played by local musicians who may look like they should be on mandolins but are as expert on strings and brass as their Chicago and New Orleans counterparts. The bar is spread over three floors – the first is geared towards enjoying the music up close, the second for letting the music drift into the background as guests chat with friends, and the third for private parties and the VIP crowd. But the jazz is what it’s really all about here. Two groups perform every night, each playing two sets between 7:30pm and 12:40am, so you can be sure of some top notch entertainment whatever time you roll up. World-renowned musicians are known to frequent this intimate drinking hole, along with the trendsetting local crowd and foreigners who have heard tell of the swinging jazz and smooth atmosphere. It’s also a popular location for shooting films, TV shows and commercials. The food is a pricey but top-class mix of French, Mexican and local dishes - try the lobster or the rib eye steak if you’re really looking to push the boat out - and the drinks menu more than matches it for quality and quantity. More than 100 wines are available and your cocktails are named after jazz musicians. A Dizzy Gillespie anyone? Sounds strangely appropriate after you've had a few.;37.525398,127.040212;http://english.visitkorea.or.kr/enu/SI/SI_EN_3_1_1_1.jsp?cid=1523940;;8225495490;18:00-01:00;18:00-02:00;18:00-02:00;18:00-02:00;18:00-02:00;18:00-02:00;18:00-00:00;Nightlife,Jazz & Blues,Bar,Piano;;;;;;cash,creditcards;;;;;;2,79265E+14;https://www.facebook.com/pages/Once-in-a-Blue-Moon/279264565434621;;;3948035;http://instagram.com/Once+In+A+Blue+Moon;;4d566d96cff7721e2e7bb5f5;https://foursquare.com/v/once-in-a-blue-moon/4d566d96cff7721e2e7bb5f5;226;6180;27;1119;11;;true;[PostalCode, Website, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, PaymentAccepted, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[GeocoordinateString, Phone]
;Vesuvio;US;CA;San Francisco;94133;;255 Columbus Ave;btwn Broadway and Pacific;A favourite hang-out of Jack Kerouac and Neal Cassidy, this San Fran bar is a must visit for anyone with even a passing interest in the Beat Generation. ...;A favourite hang-out of Jack Kerouac and Neal Cassidy, this San Fran bar is a must visit for anyone with even a passing interest in the Beat Generation. Fortunately, it doesn’t just coast on its literary associations, and it remains an atmospheric and inviting bar by any standard. Located in North Beach, opposite the famous City Lights Bookstore, it has a jazzy, lively vibe and attracts a crowd of laid-back locals alongside the odd literary-minded tourist clutching their well-thumbed copies of On The Road. Spread over two floors, the walls are peppered with photos of Kerouac, Ginsberg, Dylan Thomas and co – though they’ve thankfully resisted the urge to overdo it. There’s a decent selection of beers and spirits on offer and an air of unmanufactured bohemia.;37.79762925969812,-122.40637263374855;http://www.vesuvio.com;vesuvio@vesuvio.com;14153623370;06:00-02:00;06:00-02:00;06:00-02:00;06:00-02:00;06:00-02:00;06:00-02:00;06:00-02:00;Bar,Dive,Beach;;;true;;$$;cash;;foursquare.com/v/vesuvio-cafe/3fd66200f964a52044ed1ee3/menu;;;;4,68333E+14;https://www.facebook.com/pages/Vesuvios/468333306533419;;;217344649;http://instagram.com/Vesuvio%27s;;3fd66200f964a52044ed1ee3;https://foursquare.com/v/vesuvio-cafe/3fd66200f964a52044ed1ee3;126;7123;179;10502;82;;true;[County, PostalCode, Street2, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, HappyHour, PriceRange, PaymentAccepted, MenuUrl, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString, Phone]
;Barrio Central;GB;Greater London;Soho;W1F 8PS;Soho and Fitzrovia;6 Poland St;Soho;A few doors down from the refined Milk and Honey lies a rather different bar. The lively Latin-influenced Barrio Central is the younger sister of a popular ...;A few doors down from the refined Milk and Honey lies a rather different bar. The lively Latin-influenced Barrio Central is the younger sister of a popular Islington bar. The décor is colourful and cluttered, with a degree of kitsch appeal, featuring as it does an abundance of quirky lampshades, a makeshift garden area and a healthy scattering of tiki trinkets. The bar stocks an array of tequilas and the cocktail list is lengthy and inventive. They even offer cocktail flights if you want to give your palate a work-out without getting overly refreshed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
